u,v,t,h
33377,51628,81,2
4566,84148,69,2
76407,82493,47,4
8124,65720,52,1
34699,84571,86,0
71226,83552,56,3
27611,77233,42,4
45371,79361,89,0
39275,63944,12,5
7300,41553,85,0
49868,73848,25,2
11396,74980,40,9
541,74599,26,5
43596,66719,72,8
66173,73848,66,3
6756,75695,76,2
12608,28318,71,2
19611,77320,41,7
28929,82017,37,2
3770,11804,71,0
25917,39629,11,8
41291,67877,93,3
75576,79646,68,1
9988,41199,32,4
37062,43120,65,0
43120,55887,72,6
67077,74950,15,6
8496,45872,9,7
26504,77035,38,3
5028,32215,20,7
4698,55291,74,0
4634,5540,81,6
3144,32122,59,6
23385,53862,37,6
41436,76784,91,8
18927,32015,33,3
31459,65903,1,9
38184,59977,69,6
1772,63403,89,0
66408,67161,29,4
29662,77040,59,1
25464,56437,25,7
6360,48389,54,5
4885,64925,41,5
12465,82114,74,2
33681,51628,88,3
51129,51953,77,3
13190,44950,84,1
29391,42800,38,1
5540,61933,18,7
27808,35094,6,6
8511,39000,13,6
32617,79191,61,1
11582,55674,29,5
50114,64925,69,9
4323,40990,80,1
32215,71659,29,5
42326,52391,81,1
44077,76235,21,9
12986,77953,58,9
22602,41628,4,9
33395,71190,5,7
39249,80816,57,1
26593,44249,88,0
23157,47281,47,1
35091,72673,64,3
27611,77512,65,9
23202,48517,62,4
45206,71825,95,0
42326,61970,20,6
58601,67454,34,7
3724,32769,74,0
30986,68727,34,6
10610,68727,40,7
1171,51769,51,7
4525,69231,36,9
40021,49826,97,0
44593,66160,8,8
60967,73401,78,2
29202,32215,26,3
45667,70677,41,2
5319,22290,66,2
35588,75326,32,3
61778,65762,16,1
2541,18120,55,6
61631,83091,20,9
23987,83431,22,8
20327,31175,15,5
61350,78735,63,5
23671,33886,64,1
38257,72302,54,9
56106,56859,11,8
50594,56106,1,8
25134,31519,56,2
12986,67700,3,8
2812,67069,74,5
53676,72003,20,9
6430,58008,90,2
38126,78541,51,2
31679,31974,55,1
374,33223,3,9
47502,56452,92,5
19766,38512,66,1
14790,63251,86,0
67404,72661,77,1
5103,7497,65,3
10133,52391,75,9
5998,82642,79,0
40532,82994,24,6
14596,18759,33,6
59163,73131,40,9
9799,23784,85,2
24501,55177,17,7
6926,83217,85,0
67447,79664,57,4
13444,69954,10,9
63589,65968,13,8
6635,24074,41,7
14560,50889,16,8
56332,56830,59,1
7044,75134,79,0
20062,26419,10,9
2452,53697,2,9
7044,79191,91,7
33274,63865,56,7
2626,8883,56,1
35049,76546,75,2
40,27611,26,6
5529,51154,26,2
7119,63959,57,1
26124,28198,96,0
14936,54963,62,6
17654,82535,14,8
11335,36689,36,2
59504,61312,3,8
81722,83473,31,6
13933,83893,65,1
8460,29417,70,4
3027,32215,29,2
50005,60018,90,0
47548,83041,89,5
28626,58597,24,5
76219,84086,48,1
75134,78502,64,9
3267,5529,90,0
28902,48658,39,9
2218,19680,56,1
11862,71306,43,1
6314,71379,87,0
20791,35341,24,6
8460,65966,34,4
40373,53357,6,6
32893,80438,96,0
30246,79389,10,8
31460,35747,60,4
20359,71957,81,0
22526,34989,34,6
33377,33581,78,3
47926,69512,32,6
72987,79646,38,4
2572,20901,59,1
17424,59837,49,5
36662,77153,20,4
36662,82976,46,0
18786,77921,4,8
42257,56859,49,6
19712,50031,34,5
4180,75163,21,6
22326,25384,16,8
11333,54515,46,3
12394,54313,47,8
22925,52979,26,6
32215,44657,27,4
117,20596,32,3
10778,30640,48,2
5251,11862,79,1
24074,35617,32,6
36958,38797,12,8
2283,54631,99,5
33700,75695,77,3
2056,24374,6,8
43060,84435,34,2
9363,29585,43,9
17383,53489,97,0
73117,82300,14,8
77976,82776,6,8
4985,79114,32,5
26229,51502,76,7
38359,42427,3,9
34777,71986,94,5
43826,73035,35,6
9479,38694,25,4
4840,42509,10,4
55386,64754,13,7
17388,45035,9,8
3781,51769,4,9
28802,33581,23,6
47926,74091,50,3
34788,46162,60,0
29070,40746,74,8
9440,31974,73,1
4098,43145,4,8
14629,74305,90,7
37291,77512,15,6
36302,76813,50,5
55025,84571,55,2
22597,46893,91,2
67161,84193,31,2
60967,67781,69,1
6662,60106,1,9
57749,63348,19,4
43145,50439,4,8
432,28856,58,1
50993,79539,61,9
27987,65986,78,4
28686,39413,10,9
14354,44186,62,8
24268,48848,63,5
29687,31974,50,5
18133,55291,74,1
32215,53012,15,5
63663,76325,59,0
20014,40068,86,8
31307,84701,6,9
32632,83365,58,0
5511,25601,11,7
28156,53433,85,2
56033,71986,28,6
11533,50586,4,8
2225,69328,77,2
44817,55574,42,9
30104,56014,77,3
75940,81115,87,0
4531,15700,2,9
51612,69095,51,5
4098,77978,61,1
24609,41830,96,0
13190,52391,32,5
1893,82993,48,1
64759,84001,8,5
47548,55158,59,8
47436,83552,83,2
32215,80441,21,3
8516,83552,6,9
12093,63738,48,1
3805,32215,26,4
14804,65407,69,4
3362,58915,8,7
28204,42819,4,6
22395,66235,93,0
11164,21093,62,3
17701,59748,76,5
19739,29573,38,4
21580,34154,99,0
20165,41305,63,0
52588,63446,60,5
19824,32421,62,5
35341,53433,3,8
13718,67032,45,3
1379,39249,57,1
75802,77537,83,9
30883,66988,45,4
23450,72347,76,5
26067,71300,14,9
26757,45749,53,5
1446,62316,20,5
1379,55616,63,7
14583,38096,51,9
19524,56699,24,5
10483,55291,74,2
78138,78440,99,1
37181,64925,30,5
32215,47760,26,4
18927,69653,98,0
19699,64560,24,7
31077,56769,38,3
117,39548,16,7
56712,73811,99,0
8709,68726,16,7
24468,31504,92,7
6136,30679,7,6
8708,65556,13,6
14074,69162,4,9
59400,64549,3,6
10588,42226,14,8
48024,64925,42,3
71957,74433,11,8
63567,67481,7,7
19794,25063,4,9
23184,41437,32,3
60161,74576,85,2
50937,75074,54,4
245,67454,50,2
33206,78551,28,7
7302,16024,92,6
66524,74645,54,3
74967,76813,64,5
65276,80061,61,3
64026,68779,58,1
49218,75695,75,4
56168,57943,93,5
61904,69571,5,9
11532,41651,6,9
3012,31101,15,6
4098,40236,82,0
4566,62875,32,2
20062,47748,77,3
34285,66198,85,1
39700,40018,92,3
30589,66198,45,7
33141,48270,6,9
28656,60949,88,4
27510,32204,18,7
82294,83640,11,5
15545,82936,19,8
9880,48667,97,7
26929,80482,43,1
42990,71226,22,5
24214,49871,55,7
17641,63263,2,8
47345,81895,33,3
2187,69505,25,4
21618,41993,16,7
4098,29993,73,2
4098,13637,54,3
2218,26214,79,9
42427,80482,67,8
49333,54701,2,0
14624,49829,88,1
8460,46146,76,8
6428,51031,52,2
68401,74486,24,4
27560,39872,83,1
4858,61778,21,1
52780,60343,1,9
11969,71882,32,7
57289,83250,25,3
41651,74296,74,9
39112,75478,1,8
36841,67153,92,4
38529,70264,70,2
37407,40992,85,1
43736,44864,56,2
8844,26796,82,1
26270,61319,11,8
4057,81672,93,1
13637,64925,56,5
939,42632,37,1
8734,61857,20,7
56921,82493,46,8
10749,31421,7,7
18120,19413,18,7
67291,83915,11,7
51162,73902,28,5
26913,60770,37,9
3070,31138,50,8
19876,54990,82,1
50503,77978,7,6
37006,46897,17,7
62123,66160,12,8
6954,29320,98,9
22842,76576,24,6
24971,77966,64,5
15994,79114,87,2
2021,21999,53,1
9749,46715,54,7
64468,69209,79,9
17246,58893,91,4
48411,57115,1,9
26166,76023,19,5
2906,67032,59,6
30712,66990,80,5
37501,57206,96,6
7982,23610,21,6
6369,43560,82,0
1764,72690,43,3
35049,37181,27,8
64068,67447,46,2
22460,54379,25,8
36022,81832,78,8
24069,70680,4,8
54467,66160,95,5
8124,52523,51,7
244,73245,57,2
48995,82936,46,9
15290,66540,62,1
51720,69367,17,8
9701,62316,78,9
72,22842,24,9
13933,69618,68,7
25464,76894,21,7
4566,18142,69,1
46029,48231,37,6
23926,83769,51,5
5542,11333,6,9
42454,84631,18,7
47579,67878,41,6
7300,16810,81,3
25141,70071,11,9
16103,76460,17,6
37006,66524,5,9
18649,49323,3,9
2218,3489,74,5
122,76778,7,8
16251,73853,76,9
9986,24877,3,9
71522,74034,25,5
30171,69232,58,1
29980,45207,47,9
55315,55681,90,0
1751,75714,35,2
50086,72420,60,8
47023,66574,59,7
35931,59778,49,2
13454,70356,48,5
22536,54094,45,8
31175,58869,2,8
21467,77375,68,6
5134,68652,42,7
2906,38797,19,7
14804,62520,46,6
245,11415,60,6
59326,72130,14,6
34548,66608,92,0
20257,79619,25,3
4488,11442,81,3
15082,31108,68,6
14430,82054,69,5
33442,73429,32,1
56561,65432,59,3
30963,65028,60,2
37891,63901,42,9
3833,79875,65,1
39962,81115,92,0
22000,45593,31,8
6343,75981,13,7
11044,80974,21,3
61113,64759,8,3
29687,41531,40,1
48568,79887,78,5
12171,83019,46,5
17982,34911,94,0
35781,84203,39,2
32564,60102,38,8
7300,64130,3,9
40192,47181,10,8
32531,41935,72,3
39905,79992,56,8
714,72310,31,3
34356,56924,8,9
3952,58516,92,0
55025,55588,96,1
36662,59010,75,3
17950,81679,66,2
32215,70655,29,4
4323,32215,21,7
22183,54243,89,0
2046,69732,48,1
64553,84128,11,8
38252,56688,63,3
28665,76887,10,5
25170,70680,4,9
15836,38862,62,3
51187,60152,24,6
3245,25601,66,0
29374,34867,17,5
55248,77512,46,2
10864,56589,40,9
37849,45895,57,2
3476,49372,92,5
26067,66082,98,0
34474,54405,35,2
29965,57087,1,9
32215,80126,28,7
14585,48169,80,5
25118,34504,84,7
32215,42351,19,6
32215,63031,19,6
22602,65519,9,9
5752,31251,82,8
17949,18334,12,3
5282,24946,46,1
24253,61857,12,7
1098,1903,8,8
33975,50712,12,6
26103,50472,13,8
33206,79389,42,8
48362,80195,67,0
20791,39548,73,1
26498,54367,35,4
46304,62298,96,9
15994,60802,88,3
39548,57722,49,2
59675,82551,11,6
33539,34457,27,4
64344,75695,76,5
63963,71986,68,1
1022,47461,14,8
245,10551,86,4
11569,47023,54,4
8460,66160,69,3
17414,22842,24,6
18923,39126,69,6
1189,34646,95,3
2925,76125,58,1
33681,37670,94,0
47797,50820,87,2
32215,70765,20,3
69693,69960,90,5
30188,52064,91,0
18649,24633,22,4
34799,53667,77,8
5809,41436,58,3
44879,56429,82,0
37313,54990,13,7
22450,37291,28,6
56491,57519,24,1
8251,57835,17,9
32748,54862,18,7
32577,43226,23,6
41764,72055,13,7
2311,51154,49,4
20240,83945,9,8
25891,34285,53,7
47772,61302,8,8
30885,64740,45,6
14629,37527,90,2
34089,82993,63,1
71478,76308,1,9
8460,14544,1,9
13001,57087,55,3
16253,60967,78,4
63768,77658,22,5
11919,64397,17,8
29993,47345,2,9
47387,69367,37,6
43145,69367,2,9
13815,68618,99,1
12613,48911,70,1
21093,69618,85,0
10184,11424,65,3
70071,83080,20,8
20400,60259,54,8
36667,50158,83,5
29070,78936,62,2
17666,72792,29,2
10610,19520,33,7
54620,56998,73,8
33681,47884,88,0
10133,10864,20,8
27611,39998,45,7
9695,50388,54,2
4180,42973,96,2
37321,55334,15,7
9752,36123,86,4
58319,67032,59,5
117,67032,42,6
27417,32215,25,3
59806,71659,43,3
19413,83426,75,0
83217,84623,57,3
24558,26709,49,1
33475,59916,65,3
30164,32215,30,4
20328,43145,79,0
43483,58861,23,8
16702,37745,45,5
29980,52770,23,7
24935,77749,33,9
59932,81669,96,9
51984,56211,52,1
37490,50259,59,9
9470,69152,99,2
4098,32703,11,8
24230,83022,41,5
18274,53433,52,2
61879,76235,65,7
50167,77742,43,4
6136,38423,66,0
74298,75695,75,4
53759,55517,96,7
4534,13933,15,7
33054,52523,74,8
32703,50516,11,8
34026,80504,96,0
6588,80636,78,0
40828,52001,62,0
46162,77742,90,5
11020,39905,78,4
15220,34989,39,8
51565,82371,48,5
1457,71608,39,9
3850,69769,28,7
8124,82124,51,3
12723,44593,58,3
15623,43960,4,8
44950,64068,81,3
42337,75149,86,1
49064,74278,59,6
69512,75981,58,7
11031,70603,10,9
74260,83655,22,5
32215,51177,29,2
17955,19972,99,6
13236,22377,88,0
22377,43433,42,0
22377,31141,88,0
3489,36799,78,4
24516,50408,50,9
5069,37181,37,5
31596,84623,11,9
14594,84533,26,4
46146,54737,75,6
35299,69232,68,5
5815,75866,45,2
13815,23684,93,0
4531,66107,74,7
38926,55291,74,1
328,32215,28,2
46959,81925,57,1
54942,81895,35,3
41358,44432,4,9
40413,55177,44,5
14718,23098,65,5
47817,82976,1,9
59331,61375,68,9
62825,73902,32,7
24633,53862,37,3
19391,24570,73,0
5317,44716,40,2
42927,44129,89,0
62123,83952,12,8
57087,67447,42,6
32215,49099,28,3
29417,67604,30,5
18152,76527,12,4
40584,69152,33,4
50086,70603,14,8
71313,76835,85,8
6428,71484,24,6
34209,43814,52,4
79,80075,31,7
59042,68843,16,7
11112,32051,8,8
22806,30589,85,2
49233,83542,32,4
21522,72444,84,7
37008,65871,66,4
1282,15791,15,6
7997,82288,10,7
5998,10696,39,4
18927,40804,89,0
10989,72202,43,5
42933,54094,15,8
14560,38073,65,8
17443,69512,55,5
64759,72903,8,2
23204,62224,81,3
42012,83019,14,8
11135,52883,33,3
35792,55706,77,4
45972,46618,46,3
60284,63248,77,0
4634,23091,32,7
33296,63340,31,4
33728,50849,55,2
4038,21613,39,6
27510,28472,40,3
58008,64364,70,1
6971,32215,27,2
23296,59230,66,1
34288,58739,51,0
9749,73053,90,0
5830,33377,74,2
28970,53042,46,2
16043,31772,59,8
32074,60284,93,1
35540,81744,34,8
68323,72391,95,5
26740,57511,91,2
313,61115,51,6
25974,57012,7,4
15900,54782,75,2
10483,65519,57,7
25917,76145,67,4
17278,52391,84,4
46141,63571,42,3
24136,79291,29,4
68756,75487,47,2
31077,78502,9,9
18329,71396,75,1
15306,15972,86,4
48074,77609,93,4
30755,31515,11,6
30986,47023,12,8
30986,63785,70,3
7175,18575,80,2
27272,84022,36,3
34883,84558,72,4
4713,37181,29,5
27987,62155,35,8
26612,65320,42,9
19276,26229,76,6
15306,56168,86,0
4098,44297,82,0
20054,39603,14,9
9327,82493,50,8
66366,72548,22,6
23047,32215,27,4
32215,67161,28,2
32215,64026,20,6
49935,62796,15,6
7705,39322,65,8
58758,67291,18,6
15623,63796,61,2
48651,82430,59,1
42890,57009,71,7
13815,60373,97,0
527,49829,7,8
16627,41926,93,5
14689,63711,90,0
26330,60053,44,2
36022,67680,1,9
245,60204,43,8
43376,54575,71,3
11828,15357,92,1
5069,19314,62,6
42648,51541,53,1
11333,58972,90,6
16537,63281,83,0
57688,79379,38,5
4610,33681,88,1
33681,46384,76,0
5631,33681,22,7
25917,73361,85,5
42326,69367,84,7
43120,76979,79,0
28251,36502,22,8
34393,70680,1,9
16089,46677,82,0
61904,78029,37,3
40413,78680,44,7
7858,38316,60,4
13718,62825,31,6
4098,7858,61,1
36662,82280,32,3
28902,55887,57,0
8485,73565,60,1
38178,47674,67,7
9151,73848,99,2
14624,49777,90,0
4400,81881,63,3
41023,67408,57,2
75962,76835,85,9
7609,7705,70,4
17913,81085,59,1
19208,38635,19,4
31679,62316,78,2
60414,68442,33,4
15115,23091,27,7
21027,75638,82,5
72130,76546,12,7
22754,65112,7,7
29700,33581,85,1
11549,67614,25,4
22766,62320,23,8
24802,28686,87,1
23926,26229,6,9
26913,59997,15,7
24494,48270,47,9
6827,14917,67,6
21522,33023,63,9
21682,58384,93,0
42186,50689,84,1
45911,58949,9,8
49238,58284,94,0
45561,74119,21,2
71116,72077,35,2
17790,76949,20,7
74556,80135,92,6
7070,67161,61,0
50630,80482,54,7
32215,36490,17,4
61329,83463,56,5
42167,74224,13,6
17701,26054,28,5
21801,47326,11,8
23091,66880,57,3
2828,24972,6,7
34184,48915,52,1
22602,29352,70,0
15219,19701,35,4
4587,62509,6,8
14045,19960,96,1
7178,24377,14,7
42261,49829,6,8
20830,49218,49,6
32215,79503,28,5
56168,71986,94,3
245,69769,77,3
35483,60596,47,4
34266,58628,49,3
22055,48294,29,4
589,25829,50,5
50479,70294,30,8
40884,68703,87,1
39917,55177,55,5
26796,75157,78,4
58309,79890,94,0
43235,48889,10,8
41793,72130,9,7
27611,50317,56,3
44767,59869,23,7
31769,65018,80,5
64719,82892,14,8
43793,52391,57,4
20014,51765,22,7
14939,65738,31,7
32215,38073,15,8
4868,56589,28,4
32606,47436,68,0
8216,17928,5,8
8216,34457,31,5
37446,69248,83,3
29443,74615,75,6
13815,26054,84,0
58335,59251,34,3
9200,23773,58,7
61857,73940,10,8
33377,83041,52,8
20969,39960,36,2
74491,81091,1,9
12900,77931,12,7
54862,61843,15,8
52311,64420,61,2
39922,40899,30,4
49964,63785,79,0
13196,69571,5,8
27950,70707,69,3
3152,41576,80,3
22842,32748,82,6
67333,79072,14,5
33969,57544,95,6
395,19611,41,3
5944,42896,88,1
83203,83552,5,9
8731,12353,91,0
13842,58219,41,5
36860,82758,35,6
7421,13262,64,0
127,32215,56,2
15689,32215,20,6
13190,19391,95,4
15443,21282,19,7
2777,18298,14,8
54619,80540,78,7
7252,42840,54,3
13815,15098,91,0
8437,68381,36,2
32215,39565,19,4
45756,70503,78,0
9986,25356,39,2
42167,45606,72,5
40867,77834,51,1
245,18821,89,5
22716,28379,95,0
53797,81091,79,7
67974,78594,79,6
5251,42472,71,1
13717,40673,47,5
3718,11951,35,2
9986,39249,57,1
32619,47452,86,7
67663,84020,99,0
8124,40192,13,7
39171,80849,53,2
24802,29457,28,3
36905,62920,19,6
14804,55296,52,8
22309,64759,8,3
117,6526,23,6
9368,24644,10,8
25345,65801,70,7
32717,75472,15,8
27611,52537,80,8
34480,62105,51,0
40129,75576,10,7
5809,15392,55,6
32321,62353,41,4
17883,83361,50,1
48791,55291,74,1
32215,73099,20,3
30934,40746,37,7
80186,83282,50,2
16764,26076,93,7
10778,80126,1,9
48615,53331,22,6
4534,30714,2,9
12230,64759,8,7
22996,53957,61,9
67436,80504,98,4
58700,72015,6,6
4974,17835,52,8
6360,36321,74,3
23490,71902,78,2
7710,14851,87,7
71396,73514,46,3
2610,72130,12,8
12288,81114,94,0
2218,33007,18,8
4030,40236,67,1
37373,47748,78,6
4885,32051,73,3
19972,68929,17,7
15082,74491,20,8
413,63883,63,2
3475,39686,23,2
30417,40893,4,8
6790,60648,91,1
48270,78815,73,1
16902,29213,89,0
26044,32215,26,2
14600,15579,7,9
695,83660,5,9
32215,73053,28,2
41140,65825,20,4
8252,20134,77,2
25134,84721,85,1
21965,42462,90,2
23990,24501,62,3
1305,38797,2,9
17510,29391,16,6
71226,78640,34,2
22766,62872,19,7
46732,56997,63,3
53968,75070,82,4
65161,70768,54,4
32021,74180,72,6
55381,79742,11,8
33274,83542,8,9
23812,46560,94,2
53433,76223,74,5
20121,76023,34,1
8448,22391,61,1
24125,74126,86,0
445,69732,92,0
38958,56168,84,3
29542,50965,82,0
64130,74491,58,9
46392,73635,60,6
69512,80482,4,9
18299,19876,79,1
55107,71763,57,2
14596,76023,94,7
24538,45234,49,0
32215,75660,16,4
122,32769,64,6
34706,69566,40,1
35023,84721,71,3
18821,74958,96,1
31772,50090,10,8
54079,60614,9,7
21282,34319,74,1
26793,69428,48,1
8516,78680,32,6
5201,61631,72,8
8211,42990,87,8
13516,20537,73,7
21351,49505,23,2
4370,42739,76,9
79327,82325,99,0
19763,76125,55,6
7183,13637,45,4
11533,69428,98,9
39998,61320,25,8
66739,78502,78,1
29146,36577,10,6
26913,47772,37,2
8941,28472,2,8
4566,31988,69,0
74296,82892,47,2
14441,67086,94,3
4739,29260,59,7
32071,68392,59,1
16700,78029,34,4
13190,49826,89,0
3027,27378,85,1
14214,18236,73,4
22290,62742,11,5
127,42326,67,9
2571,12613,43,2
69367,75638,6,9
29457,42795,95,1
24279,73710,81,0
51795,61646,68,0
49064,79501,41,6
32215,33896,21,7
2050,6485,90,2
6268,38797,85,5
6268,14544,52,6
23926,39210,21,6
5384,69059,34,4
22806,78680,84,2
43530,53331,35,6
3027,59232,88,4
12323,71478,14,6
42656,78311,25,7
30422,32215,26,4
7177,56568,96,9
31795,32204,18,5
9203,22391,60,1
66873,77913,13,8
1300,34650,38,3
49868,50993,12,7
45287,84241,15,8
30091,37826,87,0
3718,82017,39,2
16150,83599,2,8
6519,80776,19,5
22675,48024,26,5
68929,74958,79,1
14594,70311,11,8
28379,51586,90,0
66679,71923,13,7
50090,78551,8,8
4610,72612,83,1
32215,53146,27,2
50019,79739,96,4
2218,17770,76,8
9479,68654,41,7
24235,29393,53,7
27691,38318,63,2
25264,66553,53,3
8795,77173,73,4
8844,64344,98,4
64538,75177,89,8
42427,69367,68,6
10552,28634,21,9
35155,84631,29,4
5752,41975,70,1
10610,25464,35,5
67843,80441,36,5
13845,28963,53,9
8724,35522,46,6
19284,40496,94,0
5201,46715,86,5
22536,80211,43,9
23001,83053,67,8
53348,72236,10,7
2428,41975,59,4
2428,8252,71,0
20054,62036,96,5
20513,57227,24,8
12423,13444,61,9
67927,83191,98,1
33054,53797,72,7
50671,73604,78,9
72330,83253,25,4
64468,65519,6,9
16816,38862,5,8
7263,69512,70,6
6516,60224,4,9
61904,73811,21,7
38923,58417,70,2
18120,70317,75,6
28283,32215,28,3
5418,12295,8,4
35091,84038,66,0
23684,83217,96,4
59916,63571,42,2
19699,25176,66,6
58469,66988,92,0
25591,34777,44,2
27809,34426,23,4
15022,33206,52,4
68084,80287,58,1
20863,23769,7,4
55482,60414,45,1
13815,16568,27,4
4985,57087,9,9
7394,79604,32,3
14490,83542,1,9
30751,81310,65,1
12887,82892,38,3
55158,65491,55,6
31421,81115,35,5
11742,66366,12,7
11969,49064,25,9
48685,82577,97,1
47772,67291,17,7
35427,78393,67,7
12008,59446,37,2
27291,84701,94,4
21618,75576,5,9
49347,60992,26,7
63589,66582,59,2
56773,64457,2,9
43523,65672,34,3
36727,80234,72,1
23466,61350,42,7
18774,38862,43,4
62940,80504,97,3
7816,57603,67,2
7292,77485,24,5
27649,32215,17,5
64729,69721,44,0
10989,31957,38,3
66153,83542,1,9
17388,19551,39,7
25891,60933,66,2
17038,79569,77,7
6526,47436,82,0
5652,63025,9,8
4534,12662,27,4
22391,35458,75,2
17883,18759,25,7
50270,58238,69,0
4936,83952,17,9
5529,79016,86,2
14997,20359,69,4
16089,74980,43,3
54990,81827,7,8
18943,50167,36,3
28038,80941,7,4
38359,56941,42,5
32006,78640,47,2
33581,84011,46,4
22563,56168,86,0
9021,44615,66,5
38126,82758,76,3
268,10453,61,7
17990,19340,89,0
24570,32617,73,7
53720,82224,22,8
9335,35617,44,4
33141,63959,12,8
46384,72341,76,3
7302,44615,36,2
10551,76576,29,4
5830,70175,82,1
22602,76894,8,9
14851,79278,76,7
21782,22842,72,4
3850,13370,63,3
53956,82443,18,8
25747,30177,96,2
12901,67161,19,4
12556,74973,76,3
8482,51953,56,6
69133,79282,84,4
16079,69315,90,3
3499,71432,48,0
65974,76894,16,8
27880,65126,9,6
20242,51374,8,8
27890,66560,13,7
18883,50394,90,4
5379,15994,19,6
44767,76328,26,6
40746,54089,64,6
20276,34158,89,3
67819,80919,58,3
47548,55296,62,6
2925,59103,58,0
45882,70863,34,5
5069,67032,45,6
32215,59825,30,4
7727,17414,28,6
49347,83426,37,9
20452,35952,2,8
9327,42454,66,9
67483,73986,87,0
64187,81015,99,1
15725,19104,43,3
32215,63977,28,2
59374,76220,58,1
43145,61933,36,4
56589,70518,41,2
36402,37181,15,8
17246,47946,91,0
2345,18774,23,8
17246,83202,91,4
15443,25361,64,5
72302,81744,45,9
16079,49957,89,0
2148,61295,17,6
423,27964,8,8
11127,70175,11,8
52015,54224,62,0
23491,55865,36,2
32215,63507,15,8
33681,84721,88,0
44615,81160,13,7
27700,71072,80,0
12563,68532,55,5
30365,59196,35,9
28392,48911,70,5
45667,68504,81,0
63571,71932,14,8
32215,82305,19,4
32215,59578,15,6
66608,81115,42,2
4531,61836,9,8
23926,44864,50,2
23105,71407,78,5
8252,13042,87,9
15082,19306,61,3
25330,55158,45,7
7044,18649,1,9
77115,79887,1,9
60125,69618,55,1
21522,63977,2,9
1663,79073,28,6
11985,17924,4,8
52116,70729,59,1
32384,41515,29,4
50937,62102,32,8
41432,53023,48,6
20815,57495,23,5
41324,51553,85,0
23091,31077,26,6
24319,28963,24,5
7465,41320,23,6
23418,43235,9,7
5069,61156,15,8
5069,38797,34,6
43235,82685,76,2
57352,80849,62,2
56419,80849,65,7
24494,50472,1,9
1171,32215,23,6
2483,44814,95,0
18329,51145,75,3
53797,71478,80,9
14500,50642,94,2
8083,8819,94,0
2189,14596,22,5
34457,41829,50,5
8272,18821,41,4
31758,66159,19,5
18120,79619,65,7
55291,56239,81,7
26593,34752,88,0
77472,81636,92,7
13190,83217,82,1
22326,36698,21,7
54150,64196,32,6
21027,82758,5,8
11189,28856,38,3
71072,81173,54,5
11321,62173,36,3
1300,25252,41,7
44446,46667,9,7
39548,56101,20,7
56168,77609,93,5
47456,53433,26,5
13444,51187,10,9
47953,83109,36,3
34579,76813,63,8
33502,78440,2,9
25159,81115,59,6
72159,83984,78,7
34986,66988,67,0
18649,29391,22,4
8731,12750,49,0
23218,65018,71,3
22000,43596,45,6
2541,19675,25,7
27649,71313,92,3
4098,12840,57,1
7383,83053,72,9
13349,76255,85,0
39580,76255,23,7
62159,82128,70,3
39966,78047,96,7
15184,49686,5,7
12423,66990,46,7
20015,57835,36,2
8194,17680,3,8
57851,75967,90,0
2604,6430,3,9
11483,35747,69,1
42326,82867,80,3
4885,82867,67,5
13516,16108,20,6
64344,83282,3,9
20498,61856,60,1
16267,72039,64,4
3935,42994,22,6
61962,74580,95,7
242,11617,57,9
41975,47553,13,7
17608,23327,62,2
26795,62009,53,4
9492,30260,95,8
52391,57054,3,9
22821,63916,7,9
12887,69403,31,2
19668,35707,3,8
13933,29202,64,5
16443,76949,95,0
50754,52097,58,3
31157,47069,18,4
